datetime,Global_active_power,hour,day_of_week,month,quarter,is_weekend,is_business_hour,hour_sin,hour_cos,month_sin,month_cos,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,same_hour_yesterday,same_hour_last_week,roll_mean_6h,roll_std_6h,roll_mean_12h,roll_std_12h,roll_mean_24h,roll_std_24h
2006-12-24 03:00:00,1.6067666666666667,3,6,12,4,1,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,2.303033333333333,3.2757,4.0280000000000005,3.2884333333333333,4.0491,1.7715333333333334,1.7715333333333334,1.6622,3.7975944444444445,1.0177140872993975,4.067911111111111,0.8514882327032468,3.5017236111111107,1.01647124467349
2006-12-24 04:00:00,1.5761,4,6,12,4,1,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1.6067666666666667,2.303033333333333,3.2757,4.327933333333333,4.349100000000001,1.8916,1.8916,2.2157666666666667,3.5173166666666664,1.3091727222082146,3.864383333333334,1.0901139836341953,3.4948583333333336,1.0286176655468264
2006-12-24 05:00:00,1.6319000000000001,5,6,12,4,1,0,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,1.5761,1.6067666666666667,2.303033333333333,5.5624666666666664,5.452533333333333,2.2291000000000003,2.2291000000000003,1.9967333333333335,3.058677777777778,1.4220129092067386,3.6332999999999998,1.2456818163530337,3.4817125,1.0508003297668864
2006-12-24 06:00:00,1.8952,6,6,12,4,1,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1.6319000000000001,1.5761,1.6067666666666667,4.0280000000000005,3.8794,1.6493666666666666,1.6493666666666666,1.3033000000000001,2.403583333333333,0.9420339629306436,3.314913888888889,1.2281501571136204,3.4568291666666666,1.0866281922429062
2006-12-24 07:00:00,1.4764000000000002,7,6,12,4,1,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,1.8952,1.6319000000000001,1.5761,3.2757,4.1178333333333335,4.023366666666666,4.023366666666666,1.6200333333333332,2.0481166666666666,0.6036213940168246,3.149563888888889,1.2737441261783178,3.4670722222222223,1.070582138313799
2006-12-24 08:00:00,1.4277666666666666,8,6,12,4,1,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,1.4764000000000002,1.8952,1.6319000000000001,2.303033333333333,4.1814,4.190833333333333,4.190833333333333,1.8905666666666667,1.7482333333333333,0.2788284266022436,2.9294444444444445,1.314964829436256,3.360948611111111,1.134506607965151
2006-12-24 09:00:00,2.7256666666666667,9,6,12,4,1,0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,1.4277666666666666,1.4764000000000002,1.8952,1.6067666666666667,3.2884333333333333,3.2464,3.2464,2.5490666666666666,1.6023555555555555,0.14926801233410633,2.699975,1.3167307607553813,3.2458208333333336,1.1835839622618172
2006-12-24 10:00:00,2.6753333333333336,10,6,12,4,1,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,2.7256666666666667,1.4277666666666666,1.4764000000000002,1.5761,4.327933333333333,2.972166666666667,2.972166666666667,3.6289000000000002,1.7888388888888889,0.4447542073653007,2.653077777777778,1.3049055972902819,3.2241236111111107,1.1881386958210447
2006-12-24 11:00:00,2.0929333333333333,11,6,12,4,1,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,2.6753333333333336,2.7256666666666667,1.4277666666666666,1.6319000000000001,5.5624666666666664,3.159,3.159,2.4709999999999996,1.9720444444444443,0.536356029374998,2.5153611111111114,1.2041977629843632,3.2117555555555555,1.1922349927088656
2006-12-24 12:00:00,1.5,12,6,12,4,1,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,2.0929333333333333,2.6753333333333336,2.7256666666666667,1.8952,4.0280000000000005,2.9288000000000003,2.9288000000000003,1.9158666666666666,2.0488833333333334,0.514709842658589,2.2262333333333335,0.7795063355882517,3.1673361111111116,1.213050709907505
2006-12-24 13:00:00,3.2399333333333336,13,6,12,4,1,0,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,1.5,2.0929333333333333,2.6753333333333336,1.4764000000000002,3.2757,3.4063,3.4063,1.6607666666666667,1.9830166666666669,0.5539526412937269,2.0155666666666665,0.5802332811512604,3.1078027777777777,1.2575415433796293
2006-12-24 14:00:00,1.3715333333333333,14,6,12,4,1,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,3.2399333333333336,1.5,2.0929333333333333,1.4277666666666666,2.303033333333333,3.757966666666667,3.757966666666667,2.092633333333333,2.276938888888889,0.6640806422518117,2.0125861111111107,0.5738088414850019,3.1008708333333335,1.2563349846438445
2006-12-24 15:00:00,3.0968333333333335,15,6,12,4,1,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,1.3715333333333333,3.2399333333333336,1.5,2.7256666666666667,1.6067666666666667,4.0491,4.0491,2.9854,2.2675666666666667,0.6762836340646595,1.9349611111111111,0.5919853901840485,3.001436111111111,1.2942597814723023
2006-12-24 16:00:00,2.0071333333333334,16,6,12,4,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,3.0968333333333335,1.3715333333333333,3.2399333333333336,2.6753333333333336,1.5761,4.349100000000001,4.349100000000001,3.3260333333333336,2.3294277777777777,0.7301853799160923,2.0591333333333335,0.662229253131954,2.9617583333333335,1.2760015404121825
2006-12-24 17:00:00,1.6864999999999999,17,6,12,4,1,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,2.0071333333333334,3.0968333333333335,1.3715333333333333,2.0929333333333333,1.6319000000000001,5.452533333333333,5.452533333333333,3.406766666666667,2.218061111111111,0.7198184936899187,2.0950527777777777,0.6465595696623131,2.8641763888888883,1.2555605766054665
2006-12-24 18:00:00,0.5052,18,6,12,4,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1.6864999999999999,2.0071333333333334,3.0968333333333335,1.5,1.8952,3.8794,3.8794,3.6971,2.1503222222222225,0.7470163870151276,2.0996027777777777,0.6434689692161836,2.7072583333333333,1.1534504044729046
2006-12-24 19:00:00,0.45403333333333334,19,6,12,4,1,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,0.5052,1.6864999999999999,2.0071333333333334,3.2399333333333336,1.4764000000000002,4.1178333333333335,4.1178333333333335,2.9084,1.984522222222222,0.9545305292959597,1.9837694444444445,0.780382340107428,2.5666666666666664,1.2064325590504597
2006-12-24 20:00:00,0.4741,20,6,12,4,1,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.45403333333333334,0.5052,1.6864999999999999,1.3715333333333333,1.4277666666666666,4.1814,4.1814,3.3615,1.5202055555555554,0.9073377327464317,1.8985722222222223,0.8805076744605653,2.4140083333333333,1.232025778284077
2006-12-24 21:00:00,0.4840333333333333,21,6,12,4,1,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,0.4741,0.45403333333333334,0.5052,3.0968333333333335,2.7256666666666667,3.2884333333333333,3.2884333333333333,3.040766666666667,1.3706333333333334,0.9897451585579455,1.8191,0.9589576984452494,2.2595375,1.23315654856538
2006-12-24 22:00:00,0.4797666666666666,22,6,12,4,1,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.4840333333333333,0.4741,0.45403333333333334,2.0071333333333334,2.6753333333333336,4.327933333333333,4.327933333333333,1.518,0.9351666666666668,0.6514187959966952,1.6322972222222223,0.9822166664742021,2.1426875,1.262641015696734
2006-12-24 23:00:00,0.48633333333333334,23,6,12,4,1,0,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,0.4797666666666666,0.4840333333333333,0.4741,1.6864999999999999,2.0929333333333333,5.5624666666666664,5.5624666666666664,0.4377333333333333,0.6806055555555556,0.4501013138693568,1.4493333333333334,0.9753498473007685,1.982347222222222,1.2185251717759251
2006-12-25 00:00:00,0.9995666666666667,0,0,12,4,0,0,0.0,1.0,-2.4492935982947064e-16,1.0,0.48633333333333334,0.4797666666666666,0.4840333333333333,0.5052,1.5,4.0280000000000005,4.0280000000000005,0.2763666666666667,0.4805777777777778,0.015267329761078606,1.31545,0.9880004627285631,1.7708416666666666,0.9996344786253059
2006-12-25 01:00:00,1.2067666666666665,1,0,12,4,0,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,0.9995666666666667,0.48633333333333334,0.4797666666666666,0.45403333333333334,3.2399333333333336,3.2757,3.2757,0.31329999999999997,0.5629722222222222,0.1955371636711333,1.2737472222222221,0.9898902754812207,1.6446569444444445,0.8921046637378888
2006-12-25 02:00:00,0.438,2,0,12,4,0,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,1.2067666666666665,0.9995666666666667,0.48633333333333334,0.4741,1.3715333333333333,2.303033333333333,2.303033333333333,0.2844666666666667,0.6884277777777777,0.2993263884474526,1.1043166666666666,0.7933426699380587,1.558451388888889,0.8279872796023271
2006-12-25 03:00:00,0.5899666666666668,3,0,12,4,0,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,0.438,1.2067666666666665,0.9995666666666667,0.4840333333333333,3.0968333333333335,1.6067666666666667,1.6067666666666667,0.30993333333333334,0.6824111111111111,0.30390190161049796,1.0265222222222221,0.808942753929971,1.4807416666666668,0.8418627229988309
2006-12-25 04:00:00,0.5786666666666667,4,0,12,4,0,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.5899666666666668,0.438,1.2067666666666665,0.4797666666666666,2.0071333333333334,1.5761,1.5761,1.0263333333333333,0.7000666666666667,0.2948050529744475,0.8176166666666668,0.5190821091296847,1.438375,0.8598475552467979
2006-12-25 05:00:00,0.6201000000000001,5,0,12,4,0,0,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0.5786666666666667,0.5899666666666668,0.438,0.48633333333333334,1.6864999999999999,1.6319000000000001,1.6319000000000001,0.2935,0.7165499999999999,0.28461546686975553,0.6985777777777779,0.37699015787657625,1.3968152777777778,0.8761369953010285
2006-12-25 06:00:00,0.26406666666666667,6,0,12,4,0,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.6201000000000001,0.5786666666666667,0.5899666666666668,0.9995666666666667,0.5052,1.8952,1.8952,0.61,0.7388444444444445,0.27060315939868573,0.6097111111111112,0.23109521499820213,1.3546569444444445,0.8880726045601788
2006-12-25 07:00:00,0.6768,7,0,12,4,0,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,0.26406666666666667,0.6201000000000001,0.5786666666666667,1.2067666666666665,0.45403333333333334,1.4764000000000002,1.4764000000000002,2.4504333333333337,0.6162611111111111,0.2905839633977736,0.5896166666666667,0.24909202616704446,1.2866930555555556,0.9063317323541925
2006-12-25 08:00:00,2.6111,8,0,12,4,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.6768,0.26406666666666667,0.6201000000000001,0.438,0.4741,1.4277666666666666,1.4277666666666666,2.082133333333333,0.5279333333333333,0.13831823612399402,0.6081805555555556,0.24658411811611533,1.253376388888889,0.9134146973835191
2006-12-25 09:00:00,1.4934666666666667,9,0,12,4,0,1,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,2.6111,0.6768,0.26406666666666667,0.5899666666666668,0.4840333333333333,2.7256666666666667,2.7256666666666667,1.6293333333333335,0.8901166666666667,0.780942418029514,0.786263888888889,0.6015805120615921,1.3026819444444444,0.9525949286310699
2006-12-25 10:00:00,1.9156666666666666,10,0,12,4,0,1,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,1.4934666666666667,2.6111,0.6768,0.5786666666666667,0.4797666666666666,2.6753333333333336,2.6753333333333336,1.3096333333333334,1.0407,0.7955203244837132,0.8703833333333334,0.6236097096000116,1.2513402777777778,0.9066132132414594
2006-12-25 11:00:00,3.0446,11,0,12,4,0,1,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,1.9156666666666666,1.4934666666666667,2.6111,0.6201000000000001,0.48633333333333334,2.0929333333333333,2.0929333333333333,1.5619333333333332,1.2635333333333334,0.8217135774303219,0.9900416666666668,0.6729838596827726,1.2196875,0.8688178800985521
2006-12-25 12:00:00,2.9126,12,0,12,4,0,1,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.0446,1.9156666666666666,1.4934666666666667,0.26406666666666667,0.9995666666666667,1.5,1.5,1.7560666666666667,1.6676166666666667,0.9857121955723193,1.2032305555555556,0.8591168496666656,1.2593402777777778,0.9275029050058949
2006-12-25 13:00:00,2.2249333333333334,13,0,12,4,0,1,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,2.9126,3.0446,1.9156666666666666,0.6768,1.2067666666666665,3.2399333333333336,3.2399333333333336,1.6820666666666668,2.109038888888889,0.8407021493121238,1.3626500000000001,0.9760665680565956,1.318198611111111,0.9840072547289419
2006-12-25 14:00:00,1.7837333333333334,14,0,12,4,0,1,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,2.2249333333333334,2.9126,3.0446,2.6111,0.438,1.3715333333333333,1.3715333333333333,1.7330333333333334,2.367061111111111,0.5482321752069073,1.4474972222222222,1.0027177927695965,1.2759069444444444,0.9202505122891528
2006-12-25 15:00:00,1.7403333333333333,15,0,12,4,0,1,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,1.7837333333333334,2.2249333333333334,2.9126,1.4934666666666667,0.5899666666666668,3.0968333333333335,3.0968333333333335,1.7842999999999998,2.2291666666666665,0.5730006046794035,1.5596416666666668,0.9577912623559338,1.2930819444444446,0.9257053128300504
2006-12-25 16:00:00,3.8728333333333333,16,0,12,4,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1.7403333333333333,1.7837333333333334,2.2249333333333334,1.9156666666666666,0.5786666666666667,2.0071333333333334,2.0071333333333334,1.9493,2.270311111111111,0.5255987861007826,1.6555055555555553,0.9124358642943734,1.236561111111111,0.8523538987799838
2006-12-25 17:00:00,2.0718,17,0,12,4,0,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,3.8728333333333333,1.7403333333333333,1.7837333333333334,3.0446,0.6201000000000001,1.6864999999999999,1.6864999999999999,2.1549,2.5965055555555554,0.7595406946444573,1.9300194444444443,1.0345343741902322,1.314298611111111,0.9926246117537025
2006-12-25 18:00:00,2.4230666666666663,18,0,12,4,0,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,2.0718,3.8728333333333333,1.7403333333333333,2.9126,0.26406666666666667,0.5052,0.5052,2.402533333333333,2.434372222222222,0.7503572908008709,2.0509944444444446,0.9561960147756535,1.330352777777778,1.0015898962499912
2006-12-25 19:00:00,1.6295,19,0,12,4,0,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,2.4230666666666663,2.0718,3.8728333333333333,2.2249333333333334,0.6768,0.45403333333333334,0.45403333333333334,2.6145,2.3527833333333334,0.719919198076602,2.230911111111111,0.7920762061557126,1.410263888888889,1.009047887996436
2006-12-25 20:00:00,1.9771333333333334,20,0,12,4,0,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1.6295,2.4230666666666663,2.0718,1.7837333333333334,2.6111,0.4741,0.4741,3.0505666666666666,2.2535444444444446,0.7700005331086812,2.310302777777778,0.6707840023902303,1.4592416666666665,0.9897891025014176
2006-12-25 21:00:00,3.8368666666666664,21,0,12,4,0,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,1.9771333333333334,1.6295,2.4230666666666663,1.7403333333333333,1.4934666666666667,0.4840333333333333,0.4840333333333333,2.1697333333333333,2.2857777777777777,0.7535307582177689,2.2574722222222223,0.6699778748189494,1.5218680555555555,0.9728814021436354
2006-12-25 22:00:00,4.2148666666666665,22,0,12,4,0,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,3.8368666666666664,1.9771333333333334,1.6295,3.8728333333333333,1.9156666666666666,0.4797666666666666,0.4797666666666666,1.7388000000000001,2.6351999999999998,0.8928086193248459,2.4527555555555556,0.7549613451391554,1.6615694444444447,1.0513816213421239
2006-12-25 23:00:00,2.592233333333333,23,0,12,4,0,0,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,4.2148666666666665,3.8368666666666664,1.9771333333333334,2.0718,3.0446,0.48633333333333334,0.48633333333333334,1.5472666666666666,2.6922055555555553,0.9769643540289514,2.6443555555555553,0.8763391640410124,1.8171986111111111,1.1378169508561047
2006-12-26 00:00:00,2.4242666666666666,0,1,12,4,0,0,0.0,1.0,-2.4492935982947064e-16,1.0,2.592233333333333,4.2148666666666665,3.8368666666666664,2.4230666666666663,2.9126,0.9995666666666667,0.9995666666666667,0.8371333333333334,2.7789444444444444,0.9404525220194987,2.6066583333333333,0.8680011573132975,1.9049444444444443,1.1127247040929622
2006-12-26 01:00:00,2.4026333333333336,1,1,12,4,0,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,2.4242666666666666,2.592233333333333,4.2148666666666665,1.6295,2.2249333333333334,1.2067666666666665,1.2067666666666665,0.3530333333333333,2.7791444444444444,0.9403769430721516,2.5659638888888887,0.8641424492972618,1.9643069444444443,1.100779332007943
2006-12-26 02:00:00,2.4109333333333334,2,1,12,4,0,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,2.4026333333333336,2.4242666666666666,2.592233333333333,1.9771333333333334,1.7837333333333334,0.438,0.438,0.3272333333333333,2.908,0.8191772817216578,2.580772222222222,0.8596825800768886,2.0141347222222223,1.0923948972868949
2006-12-26 03:00:00,2.4490666666666665,3,1,12,4,0,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,2.4109333333333334,2.4026333333333336,2.4242666666666666,3.8368666666666664,1.7403333333333333,0.5899666666666668,0.5899666666666668,0.3083,2.9802999999999997,0.7500563638080034,2.6330388888888887,0.8281224882375148,2.0963402777777778,1.0438490686175041
2006-12-26 04:00:00,2.9925,4,1,12,4,0,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,2.4490666666666665,2.4109333333333334,2.4026333333333336,4.2148666666666665,3.8728333333333333,0.5786666666666667,0.5786666666666667,0.32783333333333337,2.749,0.6586617180988169,2.6921,0.78658048209628,2.173802777777778,0.9971238845780357
2006-12-26 05:00:00,2.3877333333333337,5,1,12,4,0,0,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,2.9925,2.4490666666666665,2.4109333333333334,2.592233333333333,2.0718,0.6201000000000001,0.6201000000000001,0.30666666666666664,2.545272222222222,0.20996375649908666,2.6187388888888887,0.7104008834132475,2.274379166666667,0.9518660680771832
2006-12-26 06:00:00,2.3882,6,1,12,4,0,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,2.3877333333333337,2.9925,2.4490666666666665,2.4242666666666666,2.4230666666666663,0.26406666666666667,0.26406666666666667,0.7963333333333333,2.511188888888889,0.21608323556295636,2.6450666666666667,0.6953378422139961,2.3480305555555554,0.8872052851780377
2006-12-26 07:00:00,3.136066666666667,7,1,12,4,0,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,2.3882,2.3877333333333337,2.9925,2.4026333333333336,1.6295,0.6768,0.6768,1.7856333333333334,2.5051777777777775,0.21890095990404357,2.642161111111111,0.6963315634562557,2.4365361111111112,0.773571471770212
2006-12-26 08:00:00,2.365933333333333,8,1,12,4,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,3.136066666666667,2.3882,2.3877333333333337,2.4109333333333334,1.9771333333333334,2.6111,2.6111,3.879033333333333,2.627416666666667,0.3123451970650853,2.767708333333333,0.6355998916341723,2.5390055555555553,0.6922962953947444
2006-12-26 09:00:00,3.5450666666666666,9,1,12,4,0,1,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,2.365933333333333,3.136066666666667,2.3882,2.4490666666666665,3.8368666666666664,1.4934666666666667,1.4934666666666667,1.6177666666666668,2.6199166666666667,0.3179434259890068,2.8001083333333336,0.6035771054682008,2.528790277777778,0.6929656014309749
2006-12-26 10:00:00,4.0419,10,1,12,4,0,1,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,3.5450666666666666,2.365933333333333,3.136066666666667,2.9925,4.2148666666666665,1.9156666666666666,1.9156666666666666,0.4371333333333334,2.802583333333333,0.4533281126129078,2.7757916666666667,0.5660288081801279,2.6142736111111113,0.6864879492332829
2006-12-26 11:00:00,2.3735333333333335,11,1,12,4,0,1,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,4.0419,3.5450666666666666,2.365933333333333,2.3877333333333337,2.592233333333333,3.0446,3.0446,2.321633333333333,2.9774833333333333,0.6518353148496787,2.7613777777777777,0.5302722315058315,2.7028666666666665,0.7266381734347538
2006-12-26 12:00:00,2.4647,12,1,12,4,0,1,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,2.3735333333333335,4.0419,3.5450666666666666,2.3882,2.4242666666666666,2.9126,2.9126,0.43066666666666664,2.9751166666666666,0.6539944698344695,2.743152777777778,0.5394512131612776,2.6749055555555556,0.7258612082073609
2006-12-26 13:00:00,2.8868,13,1,12,4,0,1,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,2.4647,2.3735333333333335,4.0419,3.136066666666667,2.4026333333333336,2.2249333333333334,2.2249333333333334,0.30046666666666666,2.9878666666666667,0.6430825795137578,2.746522222222222,0.5375719096313466,2.6562430555555556,0.725267670095056
2006-12-26 14:00:00,3.8266,14,1,12,4,0,1,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,2.8868,2.4647,2.3735333333333335,2.365933333333333,2.4109333333333334,1.7837333333333334,1.7837333333333334,0.3021333333333333,2.946322222222222,0.640211789224256,2.7868694444444446,0.5283375028679392,2.6838208333333333,0.720913548190158
2006-12-26 15:00:00,2.6296000000000004,15,1,12,4,0,1,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,3.8266,2.8868,2.4647,3.5450666666666666,2.4490666666666665,1.7403333333333333,1.7403333333333333,0.42136666666666667,3.189766666666667,0.65085499266847,2.9048416666666665,0.5861163514444523,2.768940277777778,0.7301566982364505
2006-12-26 16:00:00,3.4507333333333334,16,1,12,4,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,2.6296000000000004,3.8266,2.8868,4.0419,2.9925,3.8728333333333333,3.8728333333333333,1.3721333333333334,3.0371888888888887,0.6569553591764141,2.9198861111111114,0.5764618829482875,2.8059930555555557,0.6989135903366972
2006-12-26 17:00:00,3.3423333333333334,17,1,12,4,0,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,3.4507333333333334,2.6296000000000004,3.8266,2.3735333333333335,2.3877333333333337,2.0718,2.0718,2.1115,2.938661111111111,0.5311732793984543,2.9580722222222224,0.5948898691780002,2.788405555555556,0.6768075528392464
2006-12-26 18:00:00,3.2466999999999997,18,1,12,4,0,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,3.3423333333333334,3.4507333333333334,2.6296000000000004,2.4647,2.3882,2.4230666666666663,2.4230666666666663,2.2047000000000003,3.1001277777777783,0.4795871953379201,3.037622222222222,0.5768563657691539,2.8413444444444447,0.668321746482179
2006-12-26 19:00:00,3.034,19,1,12,4,0,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,3.2466999999999997,3.3423333333333334,3.4507333333333334,2.8868,3.136066666666667,1.6295,1.6295,1.8420999999999998,3.230461111111111,0.38639736810728853,3.109163888888889,0.5441893799000385,2.8756625000000002,0.6671077591692005
